ID;TEXTURE;TPBUS;FAMILY;TYPOLOGY;INDUSTRIAL;DESCRIPTOR;MARKETING_NAME;ACTIVES;SPF;FREE_FROM;PACKAGING;SEL;EVENT;COLLECTION;TXT_REPLACE;FORMULATOR;ST_STABILITY;ST_COMPATIBILITY;STAB_BEG_DATE;STAB_END_DATE;COMP_T_BEG_DATE;COMP_T_END_DATE;EFFICACY_TEST;PANEL_TEST;ROW_MAT_SHORTAGE;EXCLUSIVITY;ESCL_CUST;FILLING_TIP;EFF_ACTIVES;VEGAN;MARKETABLE_BULK;ADR;SEMAFORO_INDUSTRIALIZZAZIONE;NATURALITY;RANGE;ST_SAMPLING;ST_SAMPLING_STOCK;ST_SAFETY_TEST;ST_IMERYS_TALC;SEMAFOTO_TALCO_COST;PLANT;ESTIM_REAL_FORM_DATE;ESTIM_TECN_TRANS_DATE;TXT_ATL;SEMAFORO_TEC_TRANSFER;CONSUMER_CLUSTER;LOW_VALUE;MEDIUM_VALUE;HIGH_VALUE
1037;AFF130365;M;HIGHLIGHTER;SPRAY;AEROSOL;;Perfect matte spray;;;FRAGRANCE | PARABENS;Spray;H;Chromaville 2014;;;;R;R;;;;;;;;;;;;;;;R;;;O;G;O;;;Care;;;N;R;;;;
1039;AFF130285;M;OTHERS;SPRAY;AEROSOL;;Hair blush;;;PARABENS | PHENOXYETHANOL;Spray.;H;Chromaville 2014 | Fall-Winter 2008-2009;;;;R;R;;;;;;;;;;;;;;;R;;;O;G;O;;;Care;;;N;R;;;;
1068;AFF120439;M;HIGHLIGHTER;SPRAY;AEROSOL;;Sublime legs foundation;;;PARABENS;Spray;H;Chromaville 2014;;;;R;R;;;;;;;;;;;;;;;R;;;O;G;O;;;Care;;;N;R;;;;
1074;P79;M;MASCARA;FLUID/ LIQUID;EMULSION;CREAMY | CURLING | VOLUME;Impressive curl;Silk protein extract;;PARABENS | T.E.A.;Brivaplast brush ref. APP140;H;Chromaville 2014;;;;G;G;;;;;Y;;;;;;N;;;;G;;;O;G;O;;;Italy;;;N;G;;6,02;0;6,07
1096;PW149;M;FACE POWDER | FOUNDATION;GODET;COMPACT POWDER;MAT;SOFTNESS;;;;Classic compact;H;Fall-Winter 2015-2016;;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;;;Italy;;;N;G;;17,39;0;0
1100;EM233;M;FOUNDATION;FLUID/ LIQUID;EMULSION;CREAMY | LUMINOUS / RADIANT;SKIN ARTIST;;;;Opaque/coloured pot;H;Fall-Winter 2015-2016;;;;R;R;08-LUG-14;08-GEN-15;01-AGO-18;01-AGO-18;;;;;;;;;;;R;;;O;G;O;;;Italy;;;N;R;;;;
804;EM153;M;FOUNDATION;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);LONG LASTING | LUMI-MAT;SKIN DEVOTION;Phytocell tech / Mat-xs/ Evermat;;CYCLOPENTHASILOXANE | OIL | PARABENS;;H;Drops September 2020 | Fall-Winter 2012-2013;Enigma | The quest of the harmony;;;G;G;12-NOV-20;12-NOV-20;29-OTT-20;29-GEN-21;N;;;;;;N;Y;;Y;G;;;O;G;G;;;Italy;;;N;G;;31,26;39,06;39,14
815;LP060;M;HIGHLIGHTER;HOT POURED;ANHYDROUS;CREAMY;Sensation;;;;Compact or pot;H;;;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;;;Italy;;;N;G;;13,56;0;0
960;MA139;M;LINER;FLUID/ LIQUID;ANHYDROUS;COLOURED | GLITTER-RING / DIAMOND / SPARKLING | LONG LASTING | METALLIC | NO TRANSFER;LIQUID METAL;;;D5 | FRAGRANCE | PARABENS | T.E.A. | TALC;Bomal AP 248;H;Cosmoprof 2007 | Fall-Winter 2014-2015;Night Fever;;;G;G;;;;;N;;;;;;N;;;;G;;;O;G;O;G;;Italy;;;N;G;;;;
968;LP134;M;GLOSS;FLUID/ LIQUID | PH REAGENT;ANHYDROUS;LAQUER / VYNIL;Rose lips;Monoil de Tahiti;15 Prel.;PRESERVATIVES;Hcp - NOT TRANSPARENT TUBE;H;Cosmoprof 2007 | Fall-Winter 2014-2015;Lip Solution;;;G;G;20-NOV-20;20-NOV-20;20-NOV-20;20-NOV-20;;;;;;;;;;;G;;;O;G;O;;;Italy;;;N;G;;1,05;0;0
919;PW144;M;EYESHADOW;GODET;COMPACT POWDER;CREAMY | LONG LASTING | METALLIC | VELVETY;Stardust;Dermaxyl. anti-wrinkles and repairing;;PARABENS;Compact ø 30 fusion round or ø 36;H;Chromaville 2013 | MakeUp in Paris 2017;Powders;;;G;G;19-FEB-13;20-MAG-13;19-FEB-13;20-MAG-13;N;;;;;;N;;;;G;;;O;G;G;R;;Italy;;;N;G;;78,39;79,3;97,58
921;LP104;M;LIPSTICK;FLUID/ LIQUID;EMULSION;LONG LASTING | LUMI-MAT | NO TRANSFER | WATER;Colour Victim;;;D5 | OIL | PARABENS | SILICONES;Bomal duo gloss+lipstick LK23 - This texture requires a PVC bottle;H;Chromaville 2013;Lip Color;;;R;R;;;;;;;;;;;;;;;R;;;O;G;O;;;Italy;;;N;R;;3,64;0;4,11
1861;SKE004;M;FIXER / SETTING | PRIMER;CARE;EMULSION (LIQUID TO CREAM);CREAMY | NATURAL | WATER;PLUSH;See notes;;MINERAL OIL | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | SILICONES | SLS | TALC;Jar;H;Drops September 2020 | Fall-Winter 2010-2011;Skincare Clean;;;G;G;14-SET-20;14-DIC-20;06-AGO-20;06-NOV-20;;;;;;;Y;Y;;;R;97,00%;;O;G;G;G;;Italy;;;N;R;;7,84;0;7,86
1817;PR210;M;CONCEALER;STICK;ANHYDROUS (HOT POURED IN MOULD);BLURRING | CREAMY | LONG LASTING | LUMI-MAT;bound to be;;;MINERAL OIL | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SLS;Stick;H;Cosmoprof 2009 | Cosmoprof 2020 | Cosmoprof 2021 | Drops June 2020;Innovation | Next Generation;;;G;G;12-GIU-20;14-SET-20;12-GIU-20;14-SET-20;;;;;;;;Y;;;O;;;O;G;G;G;;Italy;;;N;G;;24,66;24,94;25,81
1832;PW338;M;LIPSTICK;FLUID/ LIQUID;LOOSE POWDER;FROST / PEARLY / SATIN | LONG LASTING | TALC FREE;LOOSE FLARE;;;MINERAL OIL | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | TALC;loose powder bottle;H;Cosmoprof 2020 | Drops June 2020;Innovation | Talc Free;;;R;R;25-MAG-20;25-MAG-20;25-MAG-20;25-MAG-20;;;;;;LIQUID FILLING;;Y;;;O;;;O;G;O;R;;Italy;;;N;R;;33,26;39,44;66,46
1806;LP473;M;LIPSTICK;CARE | STICK;ANHYDROUS (HOT POURED IN MOULD);CREAMY | LONG LASTING | LUMINOUS / RADIANT;ABSOLUTE;•  Natural skin active revitalization system (functional), Jojoba derived natural emollient;;MINERAL OIL | PARABENS | PARAFFIN | PEG | PETROLATUM | PHENOXYETHANOL | PRESERVATIVES | SILICONES;Stick ø 12,7;H;Cosmoprof 2009 | Cosmoprof 2019 | Cosmoprof 2020 | Cosmoprof Asia 2021;Clean Motif | Petit Treat | Positive Luxury;;;G;G;18-FEB-20;18-FEB-20;18-FEB-20;18-FEB-20;Y;N;;;;LIPSTICK POURING METAL | LIPSTICK POURING SOFT;Y;Y;;;G;82,00%;;O;G;G;G;;Italy;;;N;G;;27,61;29,61;49,16
1771;EM525;M;FOUNDATION;HOT POURED;EMULSION (HOT POURED IN PACK);LUMINOUS / RADIANT | SPECIAL TOUCH | TALC FREE | VELVETY;SENSE IT;Bisabolol and Ginger extract;;ALCOHOL | MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHTHALATES | SILICONES | SLS | TALC;Pot;H;Cosmoprof Asia 2019 | Drops July 2020 | MakeUp in Los Angeles 2020;Blushing Tenderness | Face Balm;;Ambra Morosini;G;G;22-GEN-20;22-APR-20;19-MAG-20;19-AGO-20;;;;;;POURING;;Y;;;G;;;O;G;G;G;;Italy;;;N;G;;14,65;14,82;15,07
1744;EM524;M;FOUNDATION;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);LONG LASTING | LUMI-MAT | NATURAL | VELVETY;EVER AFTER;Vitamin E;;MINERAL OIL | PARABENS | PARAFFIN | PEG | SILICONES | SLS;;H;Cosmoprof 2020 | MakeUp in New York 2019;Clean Motif | The end of more;;;R;G;11-FEB-20;11-MAG-20;30-SET-19;30-DIC-19;;;;;;LIQUID FILLING;;Y;;;G;97,00%;;G;G;G;G;;Italy;;;Y;G;;16,92;18,72;23,5
1650;LP438;M;LIPSTICK;CARE | STICK;ANHYDROUS;LONG LASTING | LUMINOUS / RADIANT;ABSOLUTE;•  Natural skin active revitalization system (acai, passion fruit, rice, babacu oils)•  Jojoba derived;;MINERAL OIL | PARABENS | PARAFFIN | PEG | PETROLATUM | PHENOXYETHANOL | PRESERVATIVES | SILICONES;Presented in aluminium Stick ø12.7;H;Cosmoprof 2019;Positive Luxury;;Claudia Asti;O;O;04-APR-19;04-LUG-19;04-APR-19;04-LUG-19;N;;;;;LIPSTICK POURING METAL | LIPSTICK POURING SOFT;Y;Y;;;G;82,00%;>70 - <90%;O;G;O;;;Italy;;;N;G;;26,68;30,48;32,36
1707;PR127-PR179;M;CONCEALER;STICK;ANHYDROUS (HOT POURED IN MOULD);BLURRING | LUMI-MAT;ME MOMENT;;;;Stick;H;MakeUp in Paris 2019;Slow Life;;;G;G;20-SET-19;20-SET-19;20-SET-19;20-SET-19;;;;;;;;;;;R;;;O;G;G;;;Italy;;;N;G;;;;
1220;PW115;M;LINER;LOOSE;LOOSE POWDER;COLOURED | LONG LASTING | MAT | NO TRANSFER;SKETCHER;;;MINERAL OIL | PARABENS | PARAFFIN | PERFUMES;Combinations with patent applicator APP460: -ART. 1372 â€“ double wall packaging CT265C - Short stem TR051 bicomponent -ART. 1368 â€“ NOT double wall packaging CT074 - Long stem TR051 bicomponent;H;Chromaville 2016 | Cosmoprof 2020;Trend - Candid Flare;;Alma Brambilla;G;G;20-GEN-16;17-MAG-18;20-GEN-16;17-MAG-18;N;;;;;;;Y;;;G;;;O;G;G;R;;Italy;;;N;G;;13,8;18,22;36,88
1483;LP356;M;LIQUID LIPSTICK;FLUID/ LIQUID;ANHYDROUS (LIQUID TO CREAM);BLURRING | LONG LASTING | MAT | NO TRANSFER | VELVETY;YOUR GREATNESS;•  Poppy oily extract;;D5 | MINERAL OIL | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PRESERVATIVES | SLS;Airtight packaging is required;H;Cosmoprof 2018 | Cosmoprof Asia 2018 | Cosmoprof Asia 2019;Power Luxe | Super Hero;;Claudia Asti;G;G;09-APR-18;18-MAG-18;18-APR-18;18-LUG-18;N;;;;;;N;N;;;G;;;O;G;G;G;;Italy;;;N;G;;23,8;26,81;37,17
1228;MA235;M;MASCARA;FLUID/ LIQUID;;3 IN 1 (mascara) | CREAMY | LENGHTENING | VOLUME;KISS MY LASHES;Jojoba derivate ester;;D5 | FRAGRANCE | PARABENS | T.E.A.;Special "spin" brush HCP BRUSH MEGA SPIN;H;Chromaville 2016;;;Vanessa Alves;G;G;18-FEB-16;17-MAG-18;18-FEB-16;17-MAG-18;;;;;;;;;;;G;;;O;G;O;;;Italy;;;N;G;;11,78;0;0
1233;MUE028;M;KAJAL;PENCIL;PENCILS;MAT | WATERPROOF;GLAM EYES;;;D5 | FRAGRANCE | PRESERVATIVES | TALC;•  Retractable automatic pencil • The pencil has been enriched with a small sponge applicator to obtain a perfect smoky eyes effect;H;Chromaville 2016;;;Erika Pellini;G;G;18-MAG-18;18-MAG-18;18-MAG-18;18-MAG-18;;;;;;;;;;;G;;;O;G;O;;;Italy;;;N;G;;31,67;32,27;40,81
1498;EM421;M;FIXER / SETTING | HIGHLIGHTER | PRIMER;FLUID/ LIQUID | SPECIAL;EMULSION;FROST / PEARLY / SATIN | LUMINOUS / RADIANT | SPECIAL TOUCH;BE A POEM;Sepiolite extract and Functional gold interference filler;;ALCOHOL | D5 | PARABENS;Airtight and airless packaging is required;H;Cosmoprof 2018;No Gravity;;Marie Paule Robert;G;G;23-MAR-18;25-GIU-18;29-MAR-18;29-GIU-18;N;;;;;;N;;;;R;;;O;G;O;;;Italy;;;N;R;;;;
2145;MA628;M;LINER;FLUID/ LIQUID;GEL (WATER BASED);FROST / PEARLY / SATIN | LONG LASTING | MAT | METALLIC | NO TRANSFER;DONE DEAL!;;;MICROPLASTICS | MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | PHTHALATES | SILICONES | SLS | TALC;;O;Chromaville 2012 | Cosmoprof 2023 | Cosmoprof 2024 | MakeUp in Los Angeles 2025;Hyperdrive | Supercharged;;;G;G;06-FEB-23;30-APR-23;06-FEB-23;15-GIU-23;Y;;;;;LIQUID FILLING;N;Y;;;G;;;;;G;;;Vitre;30-GIU-23;;N;G;Beautopians | Hero Believers;25,22;70,59;119,72
2149;EM804;M;CONCEALER;STICK;ANHYDROUS (HOT POURED IN MOULD);;BYE-PUFF;Polianthes Tuberosa Callus Extract and Betain Complex;;;;H;Chromaville 2012 | Cosmoprof 2023;Supercharged;;;G;G;06-MAR-23;31-AGO-23;06-MAR-23;30-SET-23;;;;;;;Y;Y;;;O;;;;;G;;;Vitre;30-GIU-23;;N;G;;49,35;50;51,05
2153;LP716;M;LIQUID LIPSTICK;FLUID/ LIQUID;ANHYDROUS;;GLOSSBERRY;Sesamum Indicum Seed Extract - Sodium Hyaluronate / Meadowfoam Seed Oil / Hydrogenated Castor Oil;;;;O;Chromaville 2015 | Cosmoprof 2023;Iconoclast;;;G;G;23-MAR-23;23-MAR-23;26-OTT-23;26-GEN-24;;;;;;LIQUID FILLING;Y;Y;;;G;;;;;G;;;Italy;;;N;G;Beautopians;62,74;64,68;66,72
2080;MA586;M;MASCARA;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);LONG LASTING | TALC FREE | VOLUME;MASCARA TUBING;Parkii Shea Butter & Glycol;;PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | SILICONES | TALC;mascara tube airtight;O;Drops June 2020 | MakeUp in Paris 2022;Quietude | Talc Free;;;G;G;07-GIU-22;07-SET-22;18-LUG-22;18-LUG-22;Y;;Y;;;LIQUID FILLING;Y;Y;N;;G;;;;;G;;;Italy;31-DIC-22;;N;G;Beauty&Ethics | Essentials | Hero Believers | Mainstream Conscious | Solution Focused;13,9;14,05;14,73
1075;Q37;M;MASCARA;FLUID/ LIQUID;EMULSION;CREAMY | LENGHTENING | VOLUME;Extreme length mascara;;;D5 | FRAGRANCE | PARABENS | PARAFFIN;Brivaplast brush ref. APP140;H;Chromaville 2014;;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;;;Italy;;;N;G;;7,41;0;0
1971;EM669;M;PRIMER;HOT POURED;EMULSION (HOT POURED IN PACK);TRANSPARENT | WATER;VIVIFEYED;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | PHTHALATES | SILICONES | SLS | TALC;;O;Cosmoprof 2021 | MakeUp in Paris 2021;A Toast to;;;R;R;21-GIU-21;21-SET-21;21-GIU-21;21-SET-21;;;;;;LIPSTICK POURING METAL;;Y;;;R;;;G;G;G;;;Italy;31-DIC-25;;N;G;;2,7;0;2,76
2002;EX090;M;FACE POWDER;GODET;EXTRUDED;METALLIC | SATIN/PEARLY;METAL FOIL;;;;;O;MakeUp in Los Angeles 2023 | MakeUp in New York 2021;Gold Crush | New Vibes;;;G;G;20-DIC-21;20-DIC-21;20-DIC-21;20-DIC-21;;;;;;EXTRUDED;;;;;G;;;G;;G;;;Italy;;;N;G;Beautopians | Hero Believers;16,3;25,84;74,99
2203;MA650;M;EYEBROW;FLUID/ LIQUID;ANHYDROUS (LIQUID TO CREAM);;EMPIRE;Roselle Flowers and Safflower Florets Extracts (funct. 2%), Castor Oil;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | PHTHALATES | SILICONES | SLS | TALC;;O;MakeUp in New York 2023;Powerformace;;;G;G;;03-OTT-23;;30-NOV-23;;;;;;LIQUID FILLING;Y;Y;;;G;;;;;G;G;;Vitre;30-NOV-23;;N;G;Beautopians | Hero Believers;27;27,98;28,27
2010;PR261;M;FOUNDATION;GODET | HOT POURED;ANHYDROUS (HOT POURED IN PACK);BLURRING | MAT;SUPER SKILLED;;;;;H;Cosmoprof 2022 | MakeUp in New York 2021;Post Perfectionism | Rich Simplicity;;;G;G;13-DIC-21;14-MAR-22;13-DIC-21;14-MAR-22;;;;;;POURING;N;Y;;;G;;;G;G;G;G;;Italy;;;N;G;;35,59;36,73;44,29
1348;MA273;M;LINER;FLUID/ LIQUID;EMULSION;COLOURED | GLITTER-RING / DIAMOND / SPARKLING | LONG LASTING | NO TRANSFER;IRIDESCENT LINER;;;D5 | FRAGRANCE | PARABENS | T.E.A.;Air tight bottle;H;Chromaville 2017;;;Elisa Gerbaudo;G;G;10-FEB-17;10-MAG-18;19-APR-17;19-GIU-18;N;;;;;;N;;;;R;;;O;G;O;;;Italy;;;N;R;;19,33;19,47;20,35
1452;LP339;M;GLOSS;FLUID/ LIQUID;GEL (WATER BASED);GLITTER-RING / DIAMOND / SPARKLING | WATER;SAY IT TO ME;;;ALCOHOL | PARABENS;Flaconette. Airtight packaging required;H;Cosmoprof 2019 | Cosmoprof Asia 2017;Heartthrob;;;G;G;15-DIC-17;15-MAR-18;22-MAR-18;22-GIU-18;N;;;;;LIQUID FILLING;N;Y;;;G;;;O;G;G;;;Italy;;;N;G;;14,78;18,52;19,74
492;Q54;M;MASCARA;FLUID/ LIQUID;;;Purity lash;Txt.Q54-2E/CS09 contains olive oil and a mix of oligoelements;;CYCLOPENTHASILOXANE | PARABENS | PETROLATUM | T.E.A.;Chromavis suggestion: Bomal AP 139;H;;;;;R;R;;;;;;;;;;;;;;;R;;;O;G;O;;;Italy;;;N;R;;;;
1436;PW234;M;BRONZER | FACE POWDER;GODET | VISUAL;COMPACT POWDER;CREAMY | LUMI-MAT;COCOON POWDER;Extract of Incense, Extract of Sacred Lotus;;MINERAL OIL | PARABENS | PARAFFIN | SILICONES;Compact;H;Cosmoprof Asia 2017 | MakeUp in New York 2017;Blurred Lines;;Alma Brambilla;G;G;18-DIC-17;19-MAR-18;18-DIC-17;19-MAR-18;N;;;;;;N;N;;;G;;;O;G;G;R;;Italy;;;N;G;;;;
876;LP040;M;LIPBALM;CARE | STICK;ANHYDROUS;LUMINOUS / RADIANT | VELVETY;Soft protection;Jojoba oil, with restoring, nourishing and emolient action;;PRESERVATIVES;Stick ø 12,7;H;Fall-Winter 2013-2014;;;;G;G;25-GEN-21;25-GEN-21;25-GEN-21;25-GEN-21;N;;;;;;N;;;;G;;;O;G;O;;;Italy;;;N;G;;7,21;7,68;8,14
1502;EM399;M;EYESHADOW;FLUID/ LIQUID;EMULSION;DEWY / WET | GLOSSY / SHINY;UPPER GAZE;;;CYCLOPENTHASILOXANE | FRAGRANCE | PARABENS;Airtight packaging is required;H;Cosmoprof 2018 | MakeUp in Los Angeles 2019 | MakeUp in New York 2019;Glass Gloss Skin | No Gravity | Protaction;;Marie Paule Robert;G;G;08-MAG-18;10-AGO-18;10-APR-18;12-LUG-18;N;;Y;;;;N;Y;;;G;;;O;G;G;G;;Italy;;;N;G;;23,3;24,62;26,74
1291;LP240;M;LIPSTICK;CHUBBY & JUMBO | FLUO;ANHYDROUS;LUMINOUS / RADIANT;TURN OFF THE LIGHT!;;;D5 | PRESERVATIVES | TALC;Chubby stick;H;Fall-Winter 2008-2009 | MakeUp in Paris 2016;;;Valentina Pinto;G;G;19-SET-16;18-MAG-18;19-SET-16;18-MAG-18;;;;;;;;;;;G;;;O;G;O;;;Italy;;;N;G;;;;
1293;C190;M;BLUSH | BRONZER | EYESHADOW | FACE POWDER | HIGHLIGHTER;GODET | SPECIAL SHAPE & LETTER (extruded) | VISUAL;BAKED;FROST / PEARLY / SATIN | GLITTER-RING / DIAMOND / SPARKLING | LUMI-MAT | LUMINOUS / RADIANT | MAT | METALLIC | MULTIDIMENSIONAL (3D/color travel);;;;;;H;Fall-Winter 2008-2009;;;;G;G;30-OTT-18;30-OTT-18;30-OTT-18;30-OTT-18;;;;;;;;;;;G;;;O;G;G;G;;Italy;;;N;G;;4,53;8,4;98,38
1532;SL024;M;EYESHADOW;GODET;INJECTION (BACK / FRONT);;BACK INJECTION WITHOUT SOLVENT;;;;;H;Cosmoprof 2008;;;;R;R;;;;;;;;;;;;;;;R;;;O;G;O;R;;Italy;;;N;R;;23,08;26,83;54,6
1424;LP321;M;LIPSTICK;FLUID/ LIQUID;EMULSION;FROST / PEARLY / SATIN | LONG LASTING | LUMI-MAT | NO TRANSFER | WATER;WATERHAPSODY;Rose water;;ALCOHOL | D5 | PARABENS;Airtight flaconette is required. not transparent packaging is suggested.;H;Cosmoprof 2019 | Cosmoprof Asia 2017 | MakeUp in New York 2017;Aqua Pearl | Heartthrob;;Erika Pellini;G;G;05-GEN-18;07-MAG-18;23-GEN-18;23-APR-18;N;;Y;;;;N;;;;G;;;R;R;G;G;;Italy;;;N;G;;8,75;10,97;29,25
1426;LP322;M;LIQUID LIPSTICK;MOUSSE;EMULSION (LIQUID TO CREAM);CREAMY | LONG LASTING | LUMINOUS / RADIANT | VELVETY | WATERPROOF;24H XTEND LIP TATTOO;Extract from Bermuda Island;;ALCOHOL | D5 | PARABENS;Airtight flaconette is required. Not transparent packaging is required.;H;Cosmoprof Asia 2017 | MakeUp in New York 2017;Skin Trainer;;Erika Pellini;G;G;15-NOV-17;15-FEB-18;16-APR-18;16-LUG-18;N;;Y;;;;N;;;;R;;;R;R;G;G;;Italy;;;N;G;;32,49;35,51;36,11
1433;EM378;M;FIXER / SETTING | HIGHLIGHTER | PRIMER;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);FROST / PEARLY / SATIN | LONG LASTING | LUMINOUS / RADIANT;MIRACLE SKIN;Compound of instant Optical Blurring Ingredients, Functional Gold Interference Filler;;CYCLOPENTHASILOXANE | OIL | PARABENS | SLS;;H;Cosmoprof Asia 2017 | MakeUp in Los Angeles 2019 | MakeUp in Los Angeles 2020 | MakeUp in New York 2017;Blurred Lines | Conceal;;Marie Paule Robert;G;G;21-AGO-17;18-MAG-18;26-FEB-18;18-MAG-18;N;;;;;;N;Y;;;G;;;O;G;G;;;Italy;;;N;G;;;;
1326;BS016-5;M;;;;;Yogurt primer;;;D5 | PARABENS;Pot;H;Fall-Winter 2017-2018;;;;R;R;;;;;;;;;;;;;;;R;;;O;G;O;;;Italy;;;N;R;;;;
2285;EM883;M;FOUNDATION;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);LUMINOUS / RADIANT | NATURAL;VISIONARY;;;;;H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;N;;;;;
1038;AFF120319;M;BLUSH | HIGHLIGHTER;SPRAY;AEROSOL;LUMINOUS / RADIANT;Brume de blush;;;PARABENS | PHENOXYETHANOL;Spray;H;Chromaville 2014;;;;R;R;;;;;;;;;;;;;;;R;;;O;G;O;;;Care;;;N;R;;;;
2329;BK100;M;;;;;INCEPTION - MATT;;;;;H;;;;;G;G;26-SET-22;26-DIC-22;26-SET-22;26-DIC-22;;;;;;;;;;;;;;;;;;;;;;;G;;33,78;34,33;39,51
2252;LP784;M;LIPSTICK;HOT POURED;ANHYDROUS (HOT POURED IN PACK);GLOSSY / SHINY;POPSIGLOSS;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SILICONES | SLS | TALC;;O;Cosmoprof 2024 | Makeup in Paris 2025;ABYSS WALTZ;;;G;G;15-NOV-24;15-FEB-24;15-NOV-24;15-FEB-24;N;N;;;;LIPSTICK POURING METAL;Y;Y;;;O;;;;;G;;;Italy;;;N;G;Beauty&Ethics;27,5;27,51;27,65
2259;LP775;M;LIPSTICK;HOT POURED;ANHYDROUS (HOT POURED IN MOULD);BLURRING | MAT | NATURAL;CLOUDBED;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | SLS | TALC;;O;Cosmoprof 2024 | Hong Kong Event 2024;FLOATING ECHOES;;;G;G;08-GEN-24;08-APR-24;08-GEN-24;08-APR-24;N;N;;;;LIPSTICK POURING SOFT;Y;Y;;;O;;;;;G;;;Italy;30-APR-24;;N;G;Beautopians | Hero Believers | Mainstream Conscious;55,98;56,91;62,94
2382;PR306;M;BLUSH | BRONZER;HOT POURED;ANHYDROUS (HOT POURED IN MOULD);MAT;Lunar Illuminating Blush and bronzer;Smoot + (1% funct.), Camellia Extract, Probiotic (0,5% funct.), White Orchid Extract;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SLS | TALC;;O;MakeUp in Los Angeles 2025;;;;G;G;;;;;N;N;;;;LIPSTICK POURING METAL;Y;;;;O;;;;;;;;;30-APR-25;;;G;Beautopians;31,05;31,69;33,03
2339;PR382;M;FOUNDATION;;ANHYDROUS (LIQUID TO CREAM);BLURRING | CREAMY;WANDERLUST;Genesis Skin Matrix (1% funct.);;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SILICONES | SLS | TALC;;O;Cosmoprof 2025;;;;G;G;22-OTT-24;14-GEN-25;27-GEN-25;;N;N;;;;LIQUID FILLING;Y;;;;G;;;;;;;;Italy;30-MAG-25;;;G;Beautopians | Beauty&Ethics;28,76;29,52;30,31
2230;EM868;M;FOUNDATION;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);LUMINOUS / RADIANT | NATURAL;FOND OF YOU;Organic Cress Sprout (2% funct.) - Grapefruit Extract;;OGM | PARABENS | PARAFFIN | PHTHALATES | SLS | TALC;;O;MakeUp in Los Angeles 2024;MUTE POETRY;;;O;O;26-FEB-24;26-MAG-24;02-APR-24;02-LUG-24;;;;;;LIQUID FILLING;Y;Y;;;G;;;;;R;;;Italy;31-OTT-25;;N;R;Beautopians | Beauty&Ethics | Hero Believers;21,15;21,55;22,02
2296;EM882;M;FOUNDATION;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);LUMINOUS / RADIANT;VISIONARY;Niacinamide (3%funct.) - Super Peptide (1% funct.) - Hyaluronic Acid & Konjac Root;;MICROPLASTICS | MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SILICONES | SLS;;O;Hong Kong Event 2024 | MakeUp in Los Angeles 2025 | Makeup in Paris 2024;Hue-Phoria;;;G;G;25-LUG-24;25-OTT-24;17-OTT-24;17-GEN-25;N;N;;;;LIQUID FILLING;Y;Y;;;O;;;;;G;;;Italy;29-NOV-24;;N;G;Beautopians | Beauty&Ethics;34,47;34,83;35,7
2363;LP896;M;LIPSTICK;;ANHYDROUS (HOT POURED IN MOULD);GLOSSY / SHINY | JELLY;JUICY CUPID;PeptideXcel (1% funct.);;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SILICONES | SLS | TALC;;O;Cosmoprof 2025;;;;G;G;;;;;N;N;;;;LIPSTICK POURING SOFT;Y;;;;O;;;;;;;;Italy;30-GIU-25;;;G;Beautopians | Beauty&Ethics | Hero Believers;29,8;30,07;30,33
